usage_month,account_id,product_id,consumed_units,consumed_value
2025-02-01,ACC-0038,GC-TRACES,4.21,5613.33
2025-03-01,ACC-0038,GC-TRACES,3.45,4600.0
2025-04-01,ACC-0038,GC-TRACES,3.19,4253.33
2025-05-01,ACC-0038,GC-TRACES,3.32,4426.67
2025-06-01,ACC-0038,GC-TRACES,3.65,4866.67
2025-07-01,ACC-0038,GC-TRACES,3.55,4733.33
2025-08-01,ACC-0038,GC-TRACES,3.43,4573.33
2025-09-01,ACC-0038,GC-TRACES,2.91,3880.0
2025-10-01,ACC-0038,GC-TRACES,3.37,4493.33
2025-11-01,ACC-0038,GC-TRACES,4.21,5613.33
2025-12-01,ACC-0038,GC-TRACES,3.46,4613.33
2023-06-01,ACC-0038,SLO,3.14,3663.33
2023-07-01,ACC-0038,SLO,3.85,4491.67
2023-08-01,ACC-0038,SLO,3.08,3593.33
2023-09-01,ACC-0038,SLO,4.19,4888.33
2023-10-01,ACC-0038,SLO,2.69,3138.33
2023-11-01,ACC-0038,SLO,4.12,4806.67
2023-12-01,ACC-0038,SLO,2.91,3395.0
2024-01-01,ACC-0038,SLO,4.01,4678.33
2024-02-01,ACC-0038,SLO,3.68,4293.33
2024-03-01,ACC-0038,SLO,2.58,3010.0
2024-04-01,ACC-0038,SLO,3.48,4060.0
2024-05-01,ACC-0038,SLO,2.91,3395.0
2024-06-01,ACC-0038,SLO,2.68,3126.67
2024-07-01,ACC-0038,SLO,3.79,4421.67
2024-08-01,ACC-0038,SLO,3.23,3768.33
2024-09-01,ACC-0038,SLO,2.68,3126.67
2024-10-01,ACC-0038,SLO,4.38,5110.0
2024-11-01,ACC-0038,SLO,3.2,3733.33
2024-12-01,ACC-0038,SLO,4.02,4690.0
2025-01-01,ACC-0038,SLO,3.55,4141.67
2025-02-01,ACC-0038,SLO,2.77,3231.67
2025-03-01,ACC-0038,SLO,2.95,3441.67
2025-04-01,ACC-0038,SLO,3.47,4048.33
2025-05-01,ACC-0038,SLO,3.3,3850.0
2025-06-01,ACC-0038,SLO,3.24,3780.0
2025-07-01,ACC-0038,SLO,2.32,2706.67
2025-08-01,ACC-0038,SLO,2.44,2846.67
2025-09-01,ACC-0038,SLO,3.64,4246.67
2025-10-01,ACC-0038,SLO,4.22,4923.33
2025-11-01,ACC-0038,SLO,2.99,3488.33
2025-12-01,ACC-0038,SLO,4.06,4736.67
2023-06-01,ACC-0038,ENT-STACK,6.16,48766.67
2023-07-01,ACC-0038,ENT-STACK,6.22,49241.67
2023-08-01,ACC-0038,ENT-STACK,5.13,40612.5
2023-09-01,ACC-0038,ENT-STACK,4.53,35862.5
2023-10-01,ACC-0038,ENT-STACK,5.64,44650.0
2023-11-01,ACC-0038,ENT-STACK,5.17,40929.17
2023-12-01,ACC-0038,ENT-STACK,5.05,39979.17
2024-01-01,ACC-0038,ENT-STACK,5.74,45441.67
2024-02-01,ACC-0038,ENT-STACK,5.84,46233.33
2024-03-01,ACC-0038,ENT-STACK,4.32,34200.0
2024-04-01,ACC-0038,ENT-STACK,5.84,46233.33
2024-05-01,ACC-0038,ENT-STACK,4.19,33170.83
2024-06-01,ACC-0038,ENT-STACK,6.31,49954.17
2024-07-01,ACC-0038,ENT-STACK,4.48,35466.67
2024-08-01,ACC-0038,ENT-STACK,6.3,49875.0
2024-09-01,ACC-0038,ENT-STACK,5.44,43066.67
2024-10-01,ACC-0038,ENT-STACK,5.76,45600.0
2024-11-01,ACC-0038,ENT-STACK,4.25,33645.83
2024-12-01,ACC-0038,ENT-STACK,5.91,46787.5
2025-01-01,ACC-0038,ENT-STACK,6.35,50270.83
2025-02-01,ACC-0038,ENT-STACK,6.37,50429.17
2025-03-01,ACC-0038,ENT-STACK,5.12,40533.33
2025-04-01,ACC-0038,ENT-STACK,6.0,47500.0
2025-05-01,ACC-0038,ENT-STACK,4.39,34754.17
2025-06-01,ACC-0038,ENT-STACK,5.01,39662.5
2025-07-01,ACC-0038,ENT-STACK,5.98,47341.67
2025-08-01,ACC-0038,ENT-STACK,5.35,42354.17
2025-09-01,ACC-0038,ENT-STACK,6.04,47816.67
2025-10-01,ACC-0038,ENT-STACK,5.11,40454.17
2025-11-01,ACC-0038,ENT-STACK,4.5,35625.0
2025-12-01,ACC-0038,ENT-STACK,4.6,36416.67
2025-03-01,ACC-0039,SLO,7.33,8551.67
2025-04-01,ACC-0039,SLO,9.79,11421.67
2025-05-01,ACC-0039,SLO,10.01,11678.33
2025-03-01,ACC-0039,ONCALL,2.07,2070.0
2025-04-01,ACC-0039,ONCALL,1.84,1840.0
2025-05-01,ACC-0039,ONCALL,1.68,1680.0
2025-06-01,ACC-0039,ONCALL,1.91,1910.0
2025-07-01,ACC-0039,ONCALL,2.4,2400.0
2025-08-01,ACC-0039,ONCALL,1.78,1780.0
2025-09-01,ACC-0039,ONCALL,2.36,2360.0
2025-06-01,ACC-0039,SLO,8.19,9555.0
2025-07-01,ACC-0039,SLO,10.26,11970.0
2025-08-01,ACC-0039,SLO,8.94,10430.0
2025-09-01,ACC-0039,SLO,12.0,14000.0
2025-10-01,ACC-0039,SLO,8.5,9916.67
2025-11-01,ACC-0039,SLO,11.44,13346.67
2025-12-01,ACC-0039,SLO,11.53,13451.67
2025-10-01,ACC-0039,ONCALL,5.8,5800.0
2025-11-01,ACC-0039,ONCALL,5.02,5020.0
2025-12-01,ACC-0039,ONCALL,4.93,4930.0
2023-12-01,ACC-0040,GC-METRICS,3.66,5490.0
2024-01-01,ACC-0040,GC-METRICS,5.15,7725.0
2024-02-01,ACC-0040,GC-METRICS,4.96,7440.0
2024-03-01,ACC-0040,GC-METRICS,3.83,5745.0
2024-04-01,ACC-0040,GC-METRICS,4.27,6405.0
2024-05-01,ACC-0040,GC-METRICS,3.96,5940.0
2024-06-01,ACC-0040,GC-METRICS,3.57,5355.0
2024-07-01,ACC-0040,GC-METRICS,4.95,7425.0
2024-08-01,ACC-0040,GC-METRICS,3.96,5940.0
2024-09-01,ACC-0040,GC-METRICS,5.0,7500.0
2024-10-01,ACC-0040,GC-METRICS,5.3,7950.0
2024-11-01,ACC-0040,GC-METRICS,5.25,7875.0
2024-12-01,ACC-0040,GC-METRICS,4.88,7320.0
2025-01-01,ACC-0040,GC-METRICS,5.04,7560.0
2025-02-01,ACC-0040,GC-METRICS,5.43,8145.0
2025-03-01,ACC-0040,GC-METRICS,4.34,6510.0
2025-04-01,ACC-0040,GC-METRICS,4.16,6240.0
2025-05-01,ACC-0040,GC-METRICS,3.61,5415.0
2025-06-01,ACC-0040,GC-METRICS,3.51,5265.0
2025-07-01,ACC-0040,GC-METRICS,5.16,7740.0
2025-08-01,ACC-0040,GC-METRICS,5.15,7725.0
2023-12-01,ACC-0040,ONCALL,4.59,4590.0
2024-01-01,ACC-0040,ONCALL,4.22,4220.0
2024-02-01,ACC-0040,ONCALL,5.05,5050.0
2024-03-01,ACC-0040,ONCALL,6.48,6480.0
2024-04-01,ACC-0040,ONCALL,4.84,4840.0
2024-05-01,ACC-0040,ONCALL,4.47,4470.0
2024-06-01,ACC-0040,ONCALL,5.67,5670.0
2024-07-01,ACC-0040,ONCALL,4.54,4540.0
2024-08-01,ACC-0040,ONCALL,6.21,6210.0
2024-09-01,ACC-0040,ONCALL,6.0,6000.0
2024-10-01,ACC-0040,ONCALL,6.08,6080.0
2024-11-01,ACC-0040,ONCALL,4.41,4410.0
2024-12-01,ACC-0040,ONCALL,4.41,4410.0
2025-01-01,ACC-0040,ONCALL,5.04,5040.0
2025-02-01,ACC-0040,ONCALL,4.26,4260.0
2025-03-01,ACC-0040,ONCALL,4.81,4810.0
2025-04-01,ACC-0040,ONCALL,5.4,5400.0
2025-05-01,ACC-0040,ONCALL,4.47,4470.0
2025-06-01,ACC-0040,ONCALL,4.51,4510.0
2025-07-01,ACC-0040,ONCALL,5.35,5350.0
2025-08-01,ACC-0040,ONCALL,6.35,6350.0
2025-09-01,ACC-0040,ONCALL,4.29,4290.0
2025-10-01,ACC-0040,ONCALL,4.53,4530.0
2025-11-01,ACC-0040,ONCALL,4.89,4890.0
2025-12-01,ACC-0040,ONCALL,4.43,4430.0
2025-08-01,ACC-0040,LOKI-ENT,0.8,2000.0
2025-09-01,ACC-0040,LOKI-ENT,0.87,2175.0
2025-10-01,ACC-0040,LOKI-ENT,0.87,2175.0
2025-11-01,ACC-0040,LOKI-ENT,1.03,2575.0
2025-12-01,ACC-0040,LOKI-ENT,0.89,2225.0
2025-09-01,ACC-0040,GC-METRICS,4.72,7080.0
2025-10-01,ACC-0040,GC-METRICS,5.15,7725.0
2025-11-01,ACC-0040,GC-METRICS,5.39,8085.0
2025-12-01,ACC-0040,GC-METRICS,6.25,9375.0
2024-05-01,ACC-0041,PROM-MGD,9.0,11250.0
2024-06-01,ACC-0041,PROM-MGD,9.38,11725.0
2024-07-01,ACC-0041,PROM-MGD,8.36,10450.0
2024-08-01,ACC-0041,PROM-MGD,7.45,9312.5
2024-09-01,ACC-0041,PROM-MGD,6.99,8737.5
2024-10-01,ACC-0041,PROM-MGD,7.65,9562.5
2024-11-01,ACC-0041,PROM-MGD,12.85,16062.5
2024-12-01,ACC-0041,PROM-MGD,14.13,17662.5
2025-01-01,ACC-0041,PROM-MGD,12.92,16150.0
2025-02-01,ACC-0041,PROM-MGD,11.36,14200.0
2025-03-01,ACC-0041,PROM-MGD,12.67,15837.5
2025-04-01,ACC-0041,PROM-MGD,13.74,17175.0
2025-05-01,ACC-0041,PROM-MGD,11.3,14125.0
2025-06-01,ACC-0041,PROM-MGD,13.6,17000.0
2025-07-01,ACC-0041,PROM-MGD,12.01,15012.5
2025-08-01,ACC-0041,PROM-MGD,11.37,14212.5
2025-09-01,ACC-0041,PROM-MGD,12.55,15687.5
2025-10-01,ACC-0041,PROM-MGD,12.45,15562.5
2025-11-01,ACC-0041,PROM-MGD,11.58,14475.0
2025-12-01,ACC-0041,PROM-MGD,12.69,15862.5
2025-07-01,ACC-0042,ONCALL,10.19,10190.0
2025-08-01,ACC-0042,ONCALL,7.45,7450.0
2025-09-01,ACC-0042,ONCALL,7.48,7480.0
2025-10-01,ACC-0042,ONCALL,10.18,10180.0
2025-11-01,ACC-0042,ONCALL,14.96,14960.0
2025-12-01,ACC-0042,ONCALL,17.11,17110.0
2023-09-01,ACC-0043,TEMPO-ENT,5.67,13230.0
2023-10-01,ACC-0043,TEMPO-ENT,6.63,15470.0
2023-11-01,ACC-0043,TEMPO-ENT,5.17,12063.33
2023-12-01,ACC-0043,TEMPO-ENT,6.93,16170.0
2024-01-01,ACC-0043,TEMPO-ENT,7.87,18363.33
2024-02-01,ACC-0043,TEMPO-ENT,5.91,13790.0
2024-03-01,ACC-0043,TEMPO-ENT,7.47,17430.0
2024-04-01,ACC-0043,TEMPO-ENT,4.8,11200.0
2024-05-01,ACC-0043,TEMPO-ENT,5.46,12740.0
2024-06-01,ACC-0043,TEMPO-ENT,7.15,16683.33
2024-07-01,ACC-0043,TEMPO-ENT,4.46,10406.67
2024-08-01,ACC-0043,TEMPO-ENT,7.17,16730.0
2024-09-01,ACC-0043,TEMPO-ENT,5.81,13556.67
2024-10-01,ACC-0043,TEMPO-ENT,7.24,16893.33
2024-11-01,ACC-0043,TEMPO-ENT,7.02,16380.0
2024-12-01,ACC-0043,TEMPO-ENT,5.14,11993.33
2025-01-01,ACC-0043,TEMPO-ENT,6.95,16216.67
2025-02-01,ACC-0043,TEMPO-ENT,5.55,12950.0
2025-03-01,ACC-0043,TEMPO-ENT,5.06,11806.67
2025-04-01,ACC-0043,TEMPO-ENT,4.51,10523.33
2025-05-01,ACC-0043,TEMPO-ENT,7.62,17780.0
2025-06-01,ACC-0043,TEMPO-ENT,7.87,18363.33
2025-07-01,ACC-0043,TEMPO-ENT,7.2,16800.0
2025-08-01,ACC-0043,TEMPO-ENT,6.82,15913.33
2025-09-01,ACC-0043,TEMPO-ENT,5.12,11946.67
2025-10-01,ACC-0043,TEMPO-ENT,7.46,17406.67
2025-11-01,ACC-0043,TEMPO-ENT,6.19,14443.33
2025-12-01,ACC-0043,TEMPO-ENT,4.98,11620.0
2023-09-01,ACC-0043,ONCALL,4.12,4120.0
2023-10-01,ACC-0043,ONCALL,2.1,2100.0
2023-11-01,ACC-0043,ONCALL,2.41,2410.0
2023-12-01,ACC-0043,ONCALL,3.52,3520.0
2024-01-01,ACC-0043,ONCALL,2.28,2280.0
2024-02-01,ACC-0043,ONCALL,2.44,2440.0
2024-03-01,ACC-0043,ONCALL,2.16,2160.0
2024-04-01,ACC-0043,ONCALL,3.42,3420.0
2024-05-01,ACC-0043,ONCALL,4.02,4020.0
2024-06-01,ACC-0043,ONCALL,4.27,4270.0
2024-07-01,ACC-0043,ONCALL,2.52,2520.0
2024-08-01,ACC-0043,ONCALL,2.12,2120.0
2024-09-01,ACC-0043,ONCALL,3.75,3750.0
2024-10-01,ACC-0043,ONCALL,2.71,2710.0
2024-11-01,ACC-0043,ONCALL,3.74,3740.0
2024-12-01,ACC-0043,ONCALL,2.54,2540.0
2025-01-01,ACC-0043,ONCALL,2.37,2370.0
2025-02-01,ACC-0043,ONCALL,2.55,2550.0
2025-03-01,ACC-0043,ONCALL,2.64,2640.0
2025-04-01,ACC-0043,ONCALL,3.05,3050.0
2025-05-01,ACC-0043,ONCALL,3.53,3530.0
2025-06-01,ACC-0043,ONCALL,2.61,2610.0
2025-07-01,ACC-0043,ONCALL,3.89,3890.0
2025-08-01,ACC-0043,ONCALL,2.13,2130.0
2025-09-01,ACC-0043,ONCALL,4.37,4370.0
2025-10-01,ACC-0043,ONCALL,2.93,2930.0
2025-11-01,ACC-0043,ONCALL,2.35,2350.0
2025-12-01,ACC-0043,ONCALL,3.04,3040.0
2025-09-01,ACC-0043,GC-METRICS,2.74,4110.0
2025-10-01,ACC-0043,GC-METRICS,2.44,3660.0
2025-11-01,ACC-0043,GC-METRICS,3.3,4950.0
2025-12-01,ACC-0043,GC-METRICS,2.79,4185.0
2025-01-01,ACC-0044,GC-METRICS,3.85,5775.0
2025-02-01,ACC-0044,GC-METRICS,5.63,8445.0
2025-03-01,ACC-0044,GC-METRICS,4.32,6480.0
2025-04-01,ACC-0044,GC-METRICS,4.83,7245.0
2025-05-01,ACC-0044,GC-METRICS,4.87,7305.0
2025-06-01,ACC-0044,GC-METRICS,4.05,6075.0
2025-07-01,ACC-0044,GC-METRICS,4.49,6735.0
2025-08-01,ACC-0044,GC-METRICS,4.33,6495.0
2025-09-01,ACC-0044,GC-METRICS,4.28,6420.0
2025-10-01,ACC-0044,GC-METRICS,4.89,7335.0
2024-05-01,ACC-0044,GC-LOGS,3.77,6911.67
2024-06-01,ACC-0044,GC-LOGS,4.96,9093.33
2024-07-01,ACC-0044,GC-LOGS,3.83,7021.67
2024-08-01,ACC-0044,GC-LOGS,3.96,7260.0
2024-09-01,ACC-0044,GC-LOGS,3.32,6086.67
2024-10-01,ACC-0044,GC-LOGS,5.08,9313.33
2024-11-01,ACC-0044,GC-LOGS,5.89,10798.33
2024-12-01,ACC-0044,GC-LOGS,5.04,9240.0
2025-01-01,ACC-0044,GC-LOGS,6.61,12118.33
2025-02-01,ACC-0044,GC-LOGS,6.66,12210.0
2025-03-01,ACC-0044,GC-LOGS,6.77,12411.67
2025-04-01,ACC-0044,GC-LOGS,4.62,8470.0
2025-05-01,ACC-0044,GC-LOGS,5.04,9240.0
2025-06-01,ACC-0044,GC-LOGS,5.58,10230.0
2025-07-01,ACC-0044,GC-LOGS,5.39,9881.67
2025-08-01,ACC-0044,GC-LOGS,4.75,8708.33
2025-09-01,ACC-0044,GC-LOGS,3.42,6270.0
2025-10-01,ACC-0044,GC-LOGS,6.59,12081.67
2025-11-01,ACC-0044,GC-LOGS,4.66,8543.33
2025-11-01,ACC-0044,GC-METRICS,9.44,14160.0
2024-12-01,ACC-0045,GC-METRICS,13.89,20835.0
2025-01-01,ACC-0045,GC-METRICS,12.15,18225.0
2025-02-01,ACC-0045,GC-METRICS,13.71,20565.0
2025-03-01,ACC-0045,GC-METRICS,13.39,20085.0
2025-04-01,ACC-0045,GC-METRICS,12.23,18345.0
2025-05-01,ACC-0045,GC-METRICS,10.89,16335.0
2023-03-01,ACC-0045,LOKI-ENT,6.38,15950.0
2023-04-01,ACC-0045,LOKI-ENT,5.49,13725.0
2023-05-01,ACC-0045,LOKI-ENT,5.12,12800.0
2023-06-01,ACC-0045,LOKI-ENT,6.52,16300.0
2023-07-01,ACC-0045,LOKI-ENT,6.19,15475.0
2023-08-01,ACC-0045,LOKI-ENT,6.27,15675.0
2023-09-01,ACC-0045,LOKI-ENT,6.31,15775.0
2023-10-01,ACC-0045,LOKI-ENT,6.22,15550.0
2023-11-01,ACC-0045,LOKI-ENT,5.53,13825.0
2023-12-01,ACC-0045,LOKI-ENT,5.88,14700.0
2024-01-01,ACC-0045,LOKI-ENT,6.28,15700.0
2024-02-01,ACC-0045,LOKI-ENT,5.51,13775.0
2024-03-01,ACC-0045,LOKI-ENT,6.14,15350.0
2024-04-01,ACC-0045,LOKI-ENT,6.77,16925.0
2024-05-01,ACC-0045,LOKI-ENT,6.57,16425.0
2024-06-01,ACC-0045,LOKI-ENT,5.08,12700.0
2024-07-01,ACC-0045,LOKI-ENT,6.44,16100.0
2024-08-01,ACC-0045,LOKI-ENT,6.22,15550.0
2024-09-01,ACC-0045,LOKI-ENT,6.71,16775.0
2024-10-01,ACC-0045,LOKI-ENT,5.77,14425.0
2024-11-01,ACC-0045,LOKI-ENT,6.11,15275.0
2024-12-01,ACC-0045,LOKI-ENT,6.68,16700.0
2025-01-01,ACC-0045,LOKI-ENT,5.99,14975.0
2025-02-01,ACC-0045,LOKI-ENT,5.4,13500.0
2025-03-01,ACC-0045,LOKI-ENT,5.82,14550.0
2025-04-01,ACC-0045,LOKI-ENT,6.55,16375.0
2025-05-01,ACC-0045,LOKI-ENT,5.51,13775.0
2025-06-01,ACC-0045,LOKI-ENT,5.6,14000.0
2025-07-01,ACC-0045,LOKI-ENT,6.8,17000.0
2025-08-01,ACC-0045,LOKI-ENT,6.24,15600.0
2025-09-01,ACC-0045,LOKI-ENT,5.75,14375.0
2025-10-01,ACC-0045,LOKI-ENT,5.61,14025.0
2025-11-01,ACC-0045,LOKI-ENT,5.8,14500.0
2025-12-01,ACC-0045,LOKI-ENT,6.63,16575.0
2025-06-01,ACC-0045,GC-METRICS,13.06,19590.0
2025-07-01,ACC-0045,GC-METRICS,15.23,22845.0
2025-08-01,ACC-0045,GC-METRICS,16.28,24420.0
2025-09-01,ACC-0045,GC-METRICS,16.36,24540.0
2025-10-01,ACC-0045,GC-METRICS,13.81,20715.0
2025-11-01,ACC-0045,GC-METRICS,13.53,20295.0
2025-12-01,ACC-0045,GC-METRICS,16.05,24075.0
2025-04-01,ACC-0046,PROM-MGD,3.49,4362.5
2025-05-01,ACC-0046,PROM-MGD,3.24,4050.0
2025-06-01,ACC-0046,PROM-MGD,2.07,2587.5
2025-07-01,ACC-0046,PROM-MGD,2.17,2712.5
2025-08-01,ACC-0046,PROM-MGD,3.07,3837.5
2025-09-01,ACC-0046,PROM-MGD,2.82,3525.0
2025-10-01,ACC-0046,PROM-MGD,3.01,3762.5
2025-11-01,ACC-0046,PROM-MGD,3.12,3900.0
2025-12-01,ACC-0046,PROM-MGD,2.31,2887.5
2025-08-01,ACC-0046,GC-METRICS,4.67,7005.0
2025-09-01,ACC-0046,GC-METRICS,5.94,8910.0
2025-10-01,ACC-0046,GC-METRICS,6.0,9000.0
2025-11-01,ACC-0046,GC-METRICS,4.59,6885.0
2025-12-01,ACC-0046,GC-METRICS,6.23,9345.0
2025-11-01,ACC-0046,ONCALL,1.32,1320.0
2025-12-01,ACC-0046,ONCALL,1.45,1450.0
2024-05-01,ACC-0047,ONCALL,12.03,12030.0
2024-06-01,ACC-0047,ONCALL,9.37,9370.0
2024-07-01,ACC-0047,ONCALL,10.55,10550.0
2024-08-01,ACC-0047,ONCALL,10.53,10530.0
2023-10-01,ACC-0047,ENT-STACK,5.59,44254.17
2023-11-01,ACC-0047,ENT-STACK,5.93,46945.83
2023-12-01,ACC-0047,ENT-STACK,5.53,43779.17
2024-01-01,ACC-0047,ENT-STACK,5.79,45837.5
2024-02-01,ACC-0047,ENT-STACK,6.75,53437.5
2024-03-01,ACC-0047,ENT-STACK,6.32,50033.33
2024-04-01,ACC-0047,ENT-STACK,7.1,56208.33
2024-05-01,ACC-0047,ENT-STACK,4.83,38237.5
2024-06-01,ACC-0047,ENT-STACK,4.67,36970.83
2024-07-01,ACC-0047,ENT-STACK,7.41,58662.5
2024-08-01,ACC-0047,ENT-STACK,4.46,35308.33
2024-09-01,ACC-0047,ENT-STACK,6.74,53358.33
2024-10-01,ACC-0047,ENT-STACK,8.34,66025.0
2024-11-01,ACC-0047,ENT-STACK,4.82,38158.33
2024-12-01,ACC-0047,ENT-STACK,6.5,51458.33
2025-01-01,ACC-0047,ENT-STACK,4.46,35308.33
2025-02-01,ACC-0047,ENT-STACK,6.82,53991.67
2025-03-01,ACC-0047,ENT-STACK,8.34,66025.0
2025-04-01,ACC-0047,ENT-STACK,7.45,58979.17
2025-05-01,ACC-0047,ENT-STACK,8.12,64283.33
2025-06-01,ACC-0047,ENT-STACK,6.31,49954.17
2025-07-01,ACC-0047,ENT-STACK,5.77,45679.17
2025-08-01,ACC-0047,ENT-STACK,6.13,48529.17
2025-09-01,ACC-0047,ENT-STACK,5.9,46708.33
2025-10-01,ACC-0047,ENT-STACK,7.96,63016.67
2025-11-01,ACC-0047,ENT-STACK,8.39,66420.83
2025-12-01,ACC-0047,ENT-STACK,7.67,60720.83
2024-09-01,ACC-0047,ONCALL,5.63,5630.0
2024-10-01,ACC-0047,ONCALL,4.94,4940.0
2024-11-01,ACC-0047,ONCALL,5.58,5580.0
2024-12-01,ACC-0047,ONCALL,5.53,5530.0
2025-01-01,ACC-0047,ONCALL,5.03,5030.0
2025-02-01,ACC-0047,ONCALL,5.8,5800.0
2025-03-01,ACC-0047,ONCALL,6.32,6320.0
2025-04-01,ACC-0047,ONCALL,6.38,6380.0
2025-05-01,ACC-0047,ONCALL,6.73,6730.0
2025-06-01,ACC-0047,ONCALL,5.11,5110.0
2025-07-01,ACC-0047,ONCALL,6.11,6110.0
2025-08-01,ACC-0047,ONCALL,6.69,6690.0
2025-09-01,ACC-0047,ONCALL,5.42,5420.0
2025-10-01,ACC-0047,ONCALL,6.32,6320.0
2025-11-01,ACC-0047,ONCALL,6.57,6570.0
2025-12-01,ACC-0047,ONCALL,5.61,5610.0
2024-09-01,ACC-0048,ENT-STACK,7.92,62700.0
2024-10-01,ACC-0048,ENT-STACK,7.03,55654.17
2024-11-01,ACC-0048,ENT-STACK,7.4,58583.33
2024-12-01,ACC-0048,ENT-STACK,5.74,45441.67
2025-01-01,ACC-0048,ENT-STACK,7.34,58108.33
2025-02-01,ACC-0048,ENT-STACK,8.11,64204.17
2025-03-01,ACC-0048,ENT-STACK,6.54,51775.0
2025-04-01,ACC-0048,ENT-STACK,7.33,58029.17
2025-05-01,ACC-0048,ENT-STACK,7.93,62779.17
2025-06-01,ACC-0048,ENT-STACK,8.18,64758.33
2025-07-01,ACC-0048,ENT-STACK,7.59,60087.5
2025-08-01,ACC-0048,ENT-STACK,7.44,58900.0
2025-09-01,ACC-0048,ENT-STACK,6.32,50033.33
2025-10-01,ACC-0048,ENT-STACK,6.95,55020.83
2025-11-01,ACC-0048,ENT-STACK,7.6,60166.67
2025-12-01,ACC-0048,ENT-STACK,7.73,61195.83
2024-09-01,ACC-0048,ONCALL,3.79,3790.0
2024-10-01,ACC-0048,ONCALL,3.79,3790.0
2024-11-01,ACC-0048,ONCALL,3.87,3870.0
2024-12-01,ACC-0048,ONCALL,3.68,3680.0
2025-01-01,ACC-0048,ONCALL,3.75,3750.0
2025-02-01,ACC-0048,ONCALL,3.51,3510.0
2025-03-01,ACC-0048,ONCALL,2.87,2870.0
2025-04-01,ACC-0048,ONCALL,2.73,2730.0
2025-05-01,ACC-0048,ONCALL,2.66,2660.0
2025-06-01,ACC-0048,ONCALL,3.2,3200.0
2025-07-01,ACC-0048,ONCALL,3.27,3270.0
2025-08-01,ACC-0048,ONCALL,3.68,3680.0
2025-09-01,ACC-0048,ONCALL,3.18,3180.0
2025-10-01,ACC-0048,ONCALL,2.63,2630.0
2025-11-01,ACC-0048,ONCALL,3.6,3600.0
2025-12-01,ACC-0048,ONCALL,2.88,2880.0
2024-09-01,ACC-0048,PROM-MGD,11.38,14225.0
2024-10-01,ACC-0048,PROM-MGD,9.88,12350.0
2024-11-01,ACC-0048,PROM-MGD,11.12,13900.0
2024-12-01,ACC-0048,PROM-MGD,11.29,14112.5
2025-01-01,ACC-0048,PROM-MGD,9.92,12400.0
2025-02-01,ACC-0048,PROM-MGD,10.09,12612.5
2025-03-01,ACC-0048,PROM-MGD,9.24,11550.0
2025-04-01,ACC-0048,PROM-MGD,9.03,11287.5
2025-05-01,ACC-0048,PROM-MGD,11.26,14075.0
2025-06-01,ACC-0048,PROM-MGD,10.55,13187.5
2025-07-01,ACC-0048,PROM-MGD,8.84,11050.0
2025-08-01,ACC-0048,PROM-MGD,11.4,14250.0
2025-09-01,ACC-0048,PROM-MGD,8.62,10775.0
2025-10-01,ACC-0048,PROM-MGD,11.21,14012.5
2025-11-01,ACC-0048,PROM-MGD,9.48,11850.0
2025-12-01,ACC-0048,PROM-MGD,9.64,12050.0
2024-09-01,ACC-0049,GC-LOGS,4.31,7901.67
2024-10-01,ACC-0049,GC-LOGS,4.94,9056.67
2024-11-01,ACC-0049,GC-LOGS,6.16,11293.33
2024-12-01,ACC-0049,GC-LOGS,3.92,7186.67
2025-01-01,ACC-0049,GC-LOGS,3.96,7260.0
2025-02-01,ACC-0049,GC-LOGS,5.11,9368.33
2025-03-01,ACC-0049,GC-LOGS,5.66,10376.67
2025-04-01,ACC-0049,GC-LOGS,18.47,33861.67
2025-05-01,ACC-0049,GC-LOGS,17.77,32578.33
2025-06-01,ACC-0049,GC-LOGS,20.05,36758.33
2025-07-01,ACC-0049,GC-LOGS,22.3,40883.33
2025-08-01,ACC-0049,GC-LOGS,16.73,30671.67
2025-09-01,ACC-0049,GC-LOGS,18.54,33990.0
2025-10-01,ACC-0049,GC-LOGS,22.21,40718.33
2025-11-01,ACC-0049,GC-LOGS,21.13,38738.33
2025-12-01,ACC-0049,GC-LOGS,21.01,38518.33
2023-05-01,ACC-0050,SLO,0.99,1155.0
2023-06-01,ACC-0050,SLO,1.09,1271.67
2023-07-01,ACC-0050,SLO,1.07,1248.33
2023-08-01,ACC-0050,SLO,0.86,1003.33
2023-09-01,ACC-0050,SLO,0.83,968.33
2023-10-01,ACC-0050,SLO,0.82,956.67
2023-11-01,ACC-0050,SLO,0.82,956.67
2023-12-01,ACC-0050,SLO,1.05,1225.0
2024-01-01,ACC-0050,SLO,1.12,1306.67
2024-02-01,ACC-0050,SLO,1.05,1225.0
2024-03-01,ACC-0050,SLO,0.83,968.33
2024-04-01,ACC-0050,SLO,0.92,1073.33
2024-05-01,ACC-0050,SLO,1.09,1271.67
2024-06-01,ACC-0050,SLO,1.13,1318.33
2024-07-01,ACC-0050,SLO,0.99,1155.0
2024-08-01,ACC-0050,SLO,0.78,910.0
2024-09-01,ACC-0050,SLO,0.81,945.0
2024-10-01,ACC-0050,SLO,0.98,1143.33
2024-11-01,ACC-0050,SLO,1.09,1271.67
2024-12-01,ACC-0050,SLO,1.14,1330.0
2025-01-01,ACC-0050,SLO,0.9,1050.0
2025-02-01,ACC-0050,SLO,0.92,1073.33
2025-03-01,ACC-0050,SLO,1.03,1201.67
2025-04-01,ACC-0050,SLO,1.07,1248.33
2025-05-01,ACC-0050,SLO,0.97,1131.67
