opportunity_id,account_id,owner_id,opportunity_name,opportunity_type,stage_name,forecast_category,amount,currency_code,term_months,created_date,close_date,is_closed,is_won,contract_id
OPP-000165,ACC-0049,USR-008,Novak PLC - Expansion,Expansion,Closed Won,Closed,154000.0,EUR,12,2025-03-17,2025-04-23,1,1,CTR-00161
OPP-000166,ACC-0049,USR-008,Novak PLC - Renewal,Renewal,Closed Won,Closed,396000.0,EUR,12,2025-08-13,2025-09-16,1,1,CTR-00162
OPP-000167,ACC-0050,USR-024,"Daniels, Adkins and Brown - New Business",New Business,Closed Won,Closed,22000.0,USD,36,2023-01-21,2023-05-14,1,1,CTR-00163
OPP-000168,ACC-0050,USR-024,"Daniels, Adkins and Brown - Renewal",Renewal,Closed Won,Closed,14000.0,USD,12,2024-02-29,2024-05-04,1,1,CTR-00164
OPP-000169,ACC-0050,USR-024,"Daniels, Adkins and Brown - Renewal",Renewal,Closed Won,Closed,14000.0,USD,12,2025-02-21,2025-05-05,1,1,CTR-00165
OPP-000170,ACC-0050,USR-024,"Daniels, Adkins and Brown - Churn",Churn,Closed Lost,Omitted,14000.0,USD,12,2025-05-14,2025-06-25,1,0,
OPP-000171,ACC-0051,USR-001,"Woods, Calhoun and Schmidt - New Business",New Business,Closed Won,Closed,180000.0,USD,12,2024-05-18,2024-09-12,1,1,CTR-00166
OPP-000172,ACC-0051,USR-001,"Woods, Calhoun and Schmidt - Renewal",Renewal,Closed Won,Closed,180000.0,USD,24,2025-07-03,2025-09-22,1,1,CTR-00167
OPP-000173,ACC-0052,USR-004,Yu Inc - New Business,New Business,Closed Won,Closed,45000.0,USD,12,2025-02-09,2025-04-24,1,1,CTR-00168
OPP-000174,ACC-0052,USR-004,Yu Inc - Expansion,Expansion,Closed Won,Closed,60000.0,USD,12,2025-07-11,2025-10-20,1,1,CTR-00169
OPP-000175,ACC-0053,USR-017,Jones Inc - New Business,New Business,Closed Won,Closed,198000.0,EUR,36,2024-09-06,2024-12-17,1,1,CTR-00170
OPP-000176,ACC-0053,USR-017,Jones Inc - Expansion,Expansion,Closed Won,Closed,126000.0,EUR,12,2025-06-12,2025-09-08,1,1,CTR-00171
OPP-000177,ACC-0053,USR-017,Jones Inc - Renewal,Renewal,Closed Won,Closed,324000.0,EUR,36,2025-11-21,2025-12-17,1,1,CTR-00172
OPP-000178,ACC-0054,USR-009,"Hensley, Powell and David - New Business",New Business,Closed Won,Closed,72000.0,USD,12,2023-10-01,2023-12-25,1,1,CTR-00173
OPP-000179,ACC-0054,USR-009,"Hensley, Powell and David - Expansion",Expansion,Closed Won,Closed,84000.0,USD,36,2024-03-08,2024-05-23,1,1,CTR-00174
OPP-000180,ACC-0054,USR-009,"Hensley, Powell and David - Expansion",Expansion,Closed Won,Closed,60000.0,USD,12,2024-04-05,2024-05-10,1,1,CTR-00175
OPP-000181,ACC-0054,USR-009,"Hensley, Powell and David - Expansion",Expansion,Closed Won,Closed,36000.0,USD,36,2024-06-28,2024-09-11,1,1,CTR-00176
OPP-000182,ACC-0054,USR-009,"Hensley, Powell and David - Renewal",Renewal,Closed Won,Closed,252000.0,USD,36,2024-08-18,2024-12-10,1,1,CTR-00177
OPP-000183,ACC-0054,USR-009,"Hensley, Powell and David - Churn",Churn,Closed Lost,Omitted,252000.0,USD,12,2025-03-18,2025-07-14,1,0,
OPP-000184,ACC-0055,USR-004,"Sanchez, Wheeler and Harvey - New Business",New Business,Closed Won,Closed,123000.0,USD,12,2025-04-29,2025-07-02,1,1,CTR-00178
OPP-000185,ACC-0055,USR-004,"Sanchez, Wheeler and Harvey - Expansion",Expansion,Closed Won,Closed,120000.0,USD,12,2025-07-18,2025-10-17,1,1,CTR-00179
OPP-000186,ACC-0055,USR-004,"Sanchez, Wheeler and Harvey - Expansion",Expansion,Closed Won,Closed,180000.0,USD,12,2025-10-26,2025-12-24,1,1,CTR-00180
OPP-000187,ACC-0056,USR-005,Sandoval-Cunningham - New Business,New Business,Closed Won,Closed,266000.0,USD,12,2024-09-16,2024-12-23,1,1,CTR-00181
OPP-000188,ACC-0056,USR-005,Sandoval-Cunningham - Expansion,Expansion,Closed Won,Closed,108000.0,USD,24,2025-09-01,2025-10-09,1,1,CTR-00182
OPP-000189,ACC-0056,USR-005,Sandoval-Cunningham - Renewal,Renewal,Closed Won,Closed,374000.0,USD,36,2025-08-11,2025-12-08,1,1,CTR-00183
OPP-000190,ACC-0057,USR-023,Donovan-Harris - New Business,New Business,Closed Won,Closed,80000.0,USD,12,2024-03-19,2024-05-05,1,1,CTR-00184
OPP-000191,ACC-0057,USR-023,Donovan-Harris - Expansion,Expansion,Closed Won,Closed,220000.0,USD,12,2024-06-07,2024-09-04,1,1,CTR-00185
OPP-000192,ACC-0057,USR-023,Donovan-Harris - Expansion,Expansion,Closed Won,Closed,72000.0,USD,12,2024-12-16,2025-03-02,1,1,CTR-00186
OPP-000193,ACC-0057,USR-023,Donovan-Harris - Renewal,Renewal,Closed Won,Closed,364000.0,USD,12,2025-03-07,2025-05-10,1,1,CTR-00187
OPP-000194,ACC-0057,USR-023,Donovan-Harris - Expansion,Expansion,Closed Won,Closed,176000.0,USD,12,2025-07-24,2025-09-12,1,1,CTR-00188
OPP-000195,ACC-0058,USR-020,"Edwards, Baker and Anderson - New Business",New Business,Closed Won,Closed,320000.0,USD,36,2023-07-22,2023-10-24,1,1,CTR-00189
OPP-000196,ACC-0058,USR-020,"Edwards, Baker and Anderson - Expansion",Expansion,Closed Won,Closed,14000.0,USD,12,2024-04-28,2024-08-24,1,1,CTR-00190
OPP-000197,ACC-0058,USR-020,"Edwards, Baker and Anderson - Renewal",Renewal,Closed Won,Closed,334000.0,USD,12,2024-07-07,2024-10-07,1,1,CTR-00191
OPP-000198,ACC-0058,USR-020,"Edwards, Baker and Anderson - Expansion",Expansion,Closed Won,Closed,112000.0,USD,12,2024-10-12,2025-02-05,1,1,CTR-00192
OPP-000199,ACC-0058,USR-020,"Edwards, Baker and Anderson - Renewal",Renewal,Closed Won,Closed,446000.0,USD,12,2025-08-09,2025-10-02,1,1,CTR-00193
OPP-000200,ACC-0059,USR-023,"Evans, Stewart and Walton - New Business",New Business,Closed Won,Closed,224000.0,USD,36,2025-04-12,2025-05-19,1,1,CTR-00194
OPP-000201,ACC-0059,USR-023,"Evans, Stewart and Walton - Expansion",Expansion,Closed Won,Closed,112000.0,USD,24,2025-09-05,2025-11-09,1,1,CTR-00195
OPP-000202,ACC-0060,USR-014,Smith PLC - New Business,New Business,Closed Won,Closed,724000.0,EUR,24,2025-03-18,2025-06-25,1,1,CTR-00196
OPP-000203,ACC-0061,USR-025,"Ferrell, Jones and Lewis - New Business",New Business,Closed Won,Closed,160000.0,USD,24,2023-12-17,2024-03-10,1,1,CTR-00197
OPP-000204,ACC-0061,USR-025,"Ferrell, Jones and Lewis - Expansion",Expansion,Closed Won,Closed,60000.0,USD,12,2024-07-31,2024-09-05,1,1,CTR-00198
OPP-000205,ACC-0061,USR-025,"Ferrell, Jones and Lewis - Renewal",Renewal,Closed Won,Closed,195000.0,USD,12,2024-12-13,2025-03-13,1,1,CTR-00199
OPP-000206,ACC-0062,USR-018,Anderson-Bailey - New Business,New Business,Closed Won,Closed,22000.0,USD,12,2022-10-21,2023-02-18,1,1,CTR-00200
OPP-000207,ACC-0062,USR-018,Anderson-Bailey - Expansion,Expansion,Closed Won,Closed,22000.0,USD,12,2023-10-05,2023-11-27,1,1,CTR-00201
OPP-000208,ACC-0062,USR-018,Anderson-Bailey - Renewal,Renewal,Closed Won,Closed,44000.0,USD,12,2023-12-13,2024-02-27,1,1,CTR-00202
OPP-000209,ACC-0062,USR-018,Anderson-Bailey - Renewal,Renewal,Closed Won,Closed,44000.0,USD,12,2024-11-11,2025-02-19,1,1,CTR-00203
OPP-000210,ACC-0063,USR-023,Suarez LLC - New Business,New Business,Closed Won,Closed,60000.0,USD,12,2023-08-16,2023-09-26,1,1,CTR-00204
OPP-000211,ACC-0063,USR-023,Suarez LLC - Renewal,Renewal,Closed Won,Closed,60000.0,USD,12,2024-06-10,2024-09-02,1,1,CTR-00205
OPP-000212,ACC-0063,USR-023,Suarez LLC - Renewal,Renewal,Closed Won,Closed,60000.0,USD,12,2025-07-01,2025-09-19,1,1,CTR-00206
OPP-000213,ACC-0064,USR-004,Moore-Bass - New Business,New Business,Closed Won,Closed,631000.0,USD,24,2024-12-17,2025-03-09,1,1,CTR-00207
OPP-000214,ACC-0064,USR-004,Moore-Bass - Expansion,Expansion,Closed Won,Closed,128000.0,USD,24,2025-04-04,2025-06-03,1,1,CTR-00208
OPP-000215,ACC-0064,USR-004,Moore-Bass - Expansion,Expansion,Closed Won,Closed,84000.0,USD,24,2025-07-21,2025-10-21,1,1,CTR-00209
OPP-000216,ACC-0065,USR-013,"Turner, Riggs and Roman - New Business",New Business,Closed Won,Closed,348000.0,USD,36,2023-05-22,2023-08-19,1,1,CTR-00210
OPP-000217,ACC-0065,USR-013,"Turner, Riggs and Roman - Expansion",Expansion,Closed Won,Closed,60000.0,USD,12,2024-05-02,2024-07-26,1,1,CTR-00211
OPP-000218,ACC-0065,USR-013,"Turner, Riggs and Roman - Renewal",Renewal,Closed Won,Closed,408000.0,USD,36,2024-05-18,2024-08-25,1,1,CTR-00212
OPP-000219,ACC-0065,USR-013,"Turner, Riggs and Roman - Renewal",Renewal,Closed Won,Closed,408000.0,USD,12,2025-06-09,2025-08-04,1,1,CTR-00213
OPP-000220,ACC-0066,USR-018,"Smith, Montoya and Evans - New Business",New Business,Closed Won,Closed,72000.0,USD,12,2024-08-26,2024-10-12,1,1,CTR-00214
OPP-000221,ACC-0066,USR-018,"Smith, Montoya and Evans - Renewal",Renewal,Closed Won,Closed,72000.0,USD,12,2025-06-08,2025-10-01,1,1,CTR-00215
OPP-000222,ACC-0067,USR-012,"Garcia, Humphrey and Baker - New Business",New Business,Closed Won,Closed,531000.0,USD,12,2024-09-09,2024-11-02,1,1,CTR-00216
OPP-000223,ACC-0067,USR-012,"Garcia, Humphrey and Baker - Expansion",Expansion,Closed Won,Closed,192000.0,USD,12,2024-12-22,2025-02-26,1,1,CTR-00217
OPP-000224,ACC-0067,USR-012,"Garcia, Humphrey and Baker - Renewal",Renewal,Closed Won,Closed,698000.0,USD,12,2025-07-28,2025-11-05,1,1,CTR-00218
OPP-000225,ACC-0067,USR-012,"Garcia, Humphrey and Baker - Churn",Churn,Closed Lost,Omitted,698000.0,USD,12,2025-11-10,2025-12-23,1,0,
OPP-000226,ACC-0068,USR-002,Newton and Sons - New Business,New Business,Closed Won,Closed,348000.0,USD,12,2024-12-13,2025-01-19,1,1,CTR-00219
OPP-000227,ACC-0068,USR-002,Newton and Sons - Expansion,Expansion,Closed Won,Closed,90000.0,USD,24,2025-06-19,2025-09-23,1,1,CTR-00220
OPP-000228,ACC-0069,USR-004,Campbell-Clark - New Business,New Business,Closed Won,Closed,320000.0,USD,36,2024-09-19,2024-11-05,1,1,CTR-00221
OPP-000229,ACC-0069,USR-004,Campbell-Clark - Renewal,Renewal,Closed Won,Closed,320000.0,USD,36,2025-08-16,2025-11-21,1,1,CTR-00222
OPP-000230,ACC-0069,USR-004,Campbell-Clark - Expansion,Expansion,Closed Won,Closed,66000.0,USD,12,2025-10-21,2025-11-24,1,1,CTR-00223
OPP-000231,ACC-0069,USR-004,Campbell-Clark - Expansion,Expansion,Closed Won,Closed,132000.0,USD,12,2025-10-16,2025-11-21,1,1,CTR-00224
OPP-000232,ACC-0070,USR-018,Harris-Walters - New Business,New Business,Closed Won,Closed,89000.0,USD,12,2025-01-30,2025-03-09,1,1,CTR-00225
OPP-000233,ACC-0070,USR-018,Harris-Walters - Expansion,Expansion,Closed Won,Closed,112000.0,USD,24,2025-04-06,2025-06-18,1,1,CTR-00226
OPP-000234,ACC-0070,USR-018,Harris-Walters - Expansion,Expansion,Closed Won,Closed,64000.0,USD,12,2025-10-12,2025-11-15,1,1,CTR-00227
OPP-000235,ACC-0071,USR-020,Wagner-King - New Business,New Business,Closed Won,Closed,140000.0,USD,12,2024-12-27,2025-02-11,1,1,CTR-00228
OPP-000236,ACC-0071,USR-020,Wagner-King - Expansion,Expansion,Closed Won,Closed,196000.0,USD,24,2025-04-01,2025-06-20,1,1,CTR-00229
OPP-000237,ACC-0071,USR-020,Wagner-King - Expansion,Expansion,Closed Won,Closed,36000.0,USD,12,2025-05-19,2025-07-07,1,1,CTR-00230
OPP-000238,ACC-0072,USR-017,Davis Group - New Business,New Business,Closed Won,Closed,1150000.0,EUR,36,2023-11-07,2024-02-13,1,1,CTR-00231
OPP-000239,ACC-0072,USR-017,Davis Group - Renewal,Renewal,Closed Won,Closed,1125000.0,EUR,24,2024-10-24,2025-02-10,1,1,CTR-00232
OPP-000240,ACC-0072,USR-017,Davis Group - Expansion,Expansion,Closed Won,Closed,64000.0,EUR,36,2025-06-11,2025-08-01,1,1,CTR-00233
OPP-000241,ACC-0073,USR-020,Williams-Cook - New Business,New Business,Closed Won,Closed,394000.0,USD,12,2023-02-16,2023-06-03,1,1,CTR-00234
OPP-000242,ACC-0073,USR-020,Williams-Cook - Expansion,Expansion,Closed Won,Closed,15000.0,USD,12,2023-11-23,2024-02-15,1,1,CTR-00235
OPP-000243,ACC-0073,USR-020,Williams-Cook - Renewal,Renewal,Closed Won,Closed,409000.0,USD,12,2024-04-29,2024-06-27,1,1,CTR-00236
OPP-000244,ACC-0073,USR-020,Williams-Cook - Renewal,Renewal,Closed Won,Closed,409000.0,USD,36,2025-02-11,2025-06-05,1,1,CTR-00237
OPP-000245,ACC-0074,USR-024,Walsh LLC - New Business,New Business,Closed Won,Closed,270000.0,USD,12,2024-09-16,2024-10-18,1,1,CTR-00238
OPP-000246,ACC-0074,USR-024,Walsh LLC - Expansion,Expansion,Closed Won,Closed,224000.0,USD,36,2025-06-20,2025-09-03,1,1,CTR-00239
OPP-000247,ACC-0074,USR-024,Walsh LLC - Expansion,Expansion,Closed Won,Closed,44000.0,USD,12,2025-07-22,2025-09-06,1,1,CTR-00240
OPP-000248,ACC-0074,USR-024,Walsh LLC - Renewal,Renewal,Closed Won,Closed,520000.0,USD,12,2025-09-05,2025-10-05,1,1,CTR-00241
OPP-000249,ACC-0075,USR-007,Figueroa PLC - New Business,New Business,Closed Won,Closed,1190000.0,USD,12,2023-11-21,2024-02-03,1,1,CTR-00242
OPP-000250,ACC-0075,USR-007,Figueroa PLC - Renewal,Renewal,Closed Won,Closed,1172000.0,USD,24,2024-11-04,2025-02-26,1,1,CTR-00243
OPP-000251,ACC-0075,USR-007,Figueroa PLC - Expansion,Expansion,Closed Won,Closed,665000.0,USD,36,2025-08-31,2025-10-14,1,1,CTR-00244
OPP-000252,ACC-0076,USR-024,"Patterson, Smith and Jones - New Business",New Business,Closed Won,Closed,340000.0,USD,36,2023-02-24,2023-05-12,1,1,CTR-00245
OPP-000253,ACC-0076,USR-024,"Patterson, Smith and Jones - Renewal",Renewal,Closed Won,Closed,340000.0,USD,12,2024-02-23,2024-05-09,1,1,CTR-00246
OPP-000254,ACC-0076,USR-024,"Patterson, Smith and Jones - Expansion",Expansion,Closed Won,Closed,95000.0,USD,12,2024-12-19,2025-04-11,1,1,CTR-00247
OPP-000255,ACC-0076,USR-024,"Patterson, Smith and Jones - Renewal",Renewal,Closed Won,Closed,435000.0,USD,12,2025-02-28,2025-05-24,1,1,CTR-00248
OPP-000256,ACC-0077,USR-018,"Mckee, Gardner and Davenport - New Business",New Business,Closed Won,Closed,290000.0,USD,12,2025-04-27,2025-06-08,1,1,CTR-00249
OPP-000257,ACC-0077,USR-018,"Mckee, Gardner and Davenport - Expansion",Expansion,Closed Won,Closed,154000.0,USD,24,2025-09-17,2025-12-07,1,1,CTR-00250
OPP-000258,ACC-0078,USR-009,"Tran, Jordan and Williams - New Business",New Business,Closed Won,Closed,347000.0,USD,24,2023-03-17,2023-07-10,1,1,CTR-00251
OPP-000259,ACC-0078,USR-009,"Tran, Jordan and Williams - Expansion",Expansion,Closed Won,Closed,54000.0,USD,36,2024-01-08,2024-02-27,1,1,CTR-00252
OPP-000260,ACC-0078,USR-009,"Tran, Jordan and Williams - Renewal",Renewal,Closed Won,Closed,401000.0,USD,12,2024-04-10,2024-07-02,1,1,CTR-00253
OPP-000261,ACC-0078,USR-009,"Tran, Jordan and Williams - Renewal",Renewal,Closed Won,Closed,401000.0,USD,12,2025-06-03,2025-07-23,1,1,CTR-00254
OPP-000262,ACC-0079,USR-008,Nolan-Flynn - New Business,New Business,Closed Won,Closed,1069000.0,EUR,12,2023-06-17,2023-09-12,1,1,CTR-00255
OPP-000263,ACC-0079,USR-008,Nolan-Flynn - Downgrade,Downgrade,Closed Won,Closed,-12000.0,EUR,36,2024-03-30,2024-05-27,1,1,CTR-00256
OPP-000264,ACC-0079,USR-008,Nolan-Flynn - Renewal,Renewal,Closed Won,Closed,1057000.0,EUR,12,2024-06-19,2024-09-01,1,1,CTR-00257
OPP-000265,ACC-0079,USR-008,Nolan-Flynn - Renewal,Renewal,Closed Won,Closed,1057000.0,EUR,12,2025-07-29,2025-09-19,1,1,CTR-00258
OPP-000266,ACC-0080,USR-010,Nolan and Sons - New Business,New Business,Closed Won,Closed,442000.0,EUR,12,2025-03-06,2025-04-16,1,1,CTR-00259
OPP-000267,ACC-0080,USR-010,Nolan and Sons - Expansion,Expansion,Closed Won,Closed,475000.0,EUR,36,2025-09-02,2025-11-14,1,1,CTR-00260
OPP-000268,ACC-0081,USR-008,"Wright, Garcia and Deleon - New Business",New Business,Closed Won,Closed,304000.0,EUR,12,2025-01-04,2025-04-13,1,1,CTR-00261
OPP-000269,ACC-0082,USR-014,Dickson-Brady - New Business,New Business,Closed Won,Closed,374000.0,EUR,12,2024-08-16,2024-10-21,1,1,CTR-00262
OPP-000270,ACC-0082,USR-014,Dickson-Brady - Expansion,Expansion,Closed Won,Closed,140000.0,EUR,12,2025-03-18,2025-05-22,1,1,CTR-00263
OPP-000271,ACC-0082,USR-014,Dickson-Brady - Renewal,Renewal,Closed Won,Closed,506000.0,EUR,12,2025-07-25,2025-10-21,1,1,CTR-00264
OPP-000272,ACC-0082,USR-014,Dickson-Brady - Churn,Churn,Closed Lost,Omitted,506000.0,EUR,12,2025-09-13,2025-11-10,1,0,
OPP-000273,ACC-0083,USR-005,Hancock and Sons - New Business,New Business,Closed Won,Closed,180000.0,USD,24,2025-05-09,2025-06-27,1,1,CTR-00265
OPP-000274,ACC-0083,USR-005,Hancock and Sons - Expansion,Expansion,Closed Won,Closed,108000.0,USD,24,2025-06-19,2025-10-06,1,1,CTR-00266
OPP-000275,ACC-0084,USR-020,Johnson-Doyle - New Business,New Business,Closed Won,Closed,128000.0,USD,36,2025-04-07,2025-05-25,1,1,CTR-00267
OPP-000276,ACC-0084,USR-020,Johnson-Doyle - Expansion,Expansion,Closed Won,Closed,75000.0,USD,12,2025-06-11,2025-09-04,1,1,CTR-00268
OPP-000277,ACC-0084,USR-020,Johnson-Doyle - Expansion,Expansion,Closed Won,Closed,176000.0,USD,12,2025-09-07,2025-10-17,1,1,CTR-00269
OPP-000278,ACC-0084,USR-020,Johnson-Doyle - Expansion,Expansion,Closed Won,Closed,154000.0,USD,24,2025-08-24,2025-10-05,1,1,CTR-00270
OPP-000279,ACC-0085,USR-023,Patton-Jenkins - New Business,New Business,Closed Won,Closed,60000.0,USD,12,2023-06-20,2023-07-25,1,1,CTR-00271
OPP-000280,ACC-0085,USR-023,Patton-Jenkins - Renewal,Renewal,Closed Won,Closed,42000.0,USD,12,2024-05-16,2024-07-15,1,1,CTR-00272
OPP-000281,ACC-0085,USR-023,Patton-Jenkins - Downgrade,Downgrade,Closed Won,Closed,-14000.0,USD,12,2025-05-21,2025-06-26,1,1,CTR-00273
OPP-000282,ACC-0085,USR-023,Patton-Jenkins - Renewal,Renewal,Closed Won,Closed,28000.0,USD,12,2025-03-30,2025-07-14,1,1,CTR-00274
OPP-000283,ACC-0086,USR-007,"Shields, Cochran and Adams - New Business",New Business,Closed Won,Closed,116000.0,USD,24,2023-12-14,2024-02-24,1,1,CTR-00275
OPP-000284,ACC-0086,USR-007,"Shields, Cochran and Adams - Expansion",Expansion,Closed Won,Closed,48000.0,USD,12,2024-02-14,2024-05-13,1,1,CTR-00276
OPP-000285,ACC-0086,USR-007,"Shields, Cochran and Adams - Renewal",Renewal,Closed Won,Closed,146000.0,USD,36,2025-01-04,2025-02-06,1,1,CTR-00277
OPP-000286,ACC-0086,USR-007,"Shields, Cochran and Adams - Expansion",Expansion,Closed Won,Closed,110000.0,USD,12,2024-12-23,2025-03-24,1,1,CTR-00278
OPP-000287,ACC-0086,USR-007,"Shields, Cochran and Adams - Expansion",Expansion,Closed Won,Closed,132000.0,USD,36,2025-08-11,2025-09-22,1,1,CTR-00279
OPP-000288,ACC-0087,USR-023,"Rodriguez, Brennan and Garrison - New Business",New Business,Closed Won,Closed,90000.0,USD,24,2023-09-08,2023-11-01,1,1,CTR-00280
OPP-000289,ACC-0087,USR-023,"Rodriguez, Brennan and Garrison - Renewal",Renewal,Closed Won,Closed,90000.0,USD,12,2024-08-22,2024-11-19,1,1,CTR-00281
OPP-000290,ACC-0087,USR-023,"Rodriguez, Brennan and Garrison - Renewal",Renewal,Closed Won,Closed,90000.0,USD,12,2025-07-19,2025-11-12,1,1,CTR-00282
OPP-000291,ACC-0088,USR-024,Gonzalez Group - New Business,New Business,Closed Won,Closed,144000.0,USD,12,2024-05-16,2024-09-02,1,1,CTR-00283
OPP-000292,ACC-0088,USR-024,Gonzalez Group - Renewal,Renewal,Closed Won,Closed,144000.0,USD,12,2025-06-25,2025-09-14,1,1,CTR-00284
OPP-000293,ACC-0089,USR-025,Torres-Pope - New Business,New Business,Closed Won,Closed,320000.0,USD,12,2023-10-24,2024-01-10,1,1,CTR-00285
OPP-000294,ACC-0089,USR-025,Torres-Pope - Renewal,Renewal,Closed Won,Closed,320000.0,USD,12,2024-10-12,2025-01-24,1,1,CTR-00286
OPP-000295,ACC-0089,USR-025,Torres-Pope - Expansion,Expansion,Closed Won,Closed,44000.0,USD,12,2025-06-27,2025-08-16,1,1,CTR-00287
OPP-000296,ACC-0089,USR-025,Torres-Pope - Expansion,Expansion,Closed Won,Closed,75000.0,USD,36,2025-08-29,2025-11-07,1,1,CTR-00288
OPP-000297,ACC-0090,USR-009,Walker Ltd - New Business,New Business,Closed Won,Closed,187000.0,USD,24,2024-09-17,2024-11-11,1,1,CTR-00289
OPP-000298,ACC-0090,USR-009,Walker Ltd - Renewal,Renewal,Closed Won,Closed,162000.0,USD,12,2025-08-26,2025-11-22,1,1,CTR-00290
OPP-000299,ACC-0091,USR-003,Ross LLC - New Business,New Business,Closed Won,Closed,1128000.0,USD,12,2023-04-14,2023-05-15,1,1,CTR-00291
OPP-000300,ACC-0091,USR-003,Ross LLC - Renewal,Renewal,Closed Won,Closed,1120000.0,USD,12,2024-02-05,2024-05-26,1,1,CTR-00292
OPP-000301,ACC-0091,USR-003,Ross LLC - Churn,Churn,Closed Lost,Omitted,1120000.0,USD,12,2024-04-23,2024-07-11,1,0,
OPP-000302,ACC-0092,USR-003,Rasmussen LLC - New Business,New Business,Closed Won,Closed,18000.0,EUR,12,2024-10-02,2024-12-11,1,1,CTR-00293
OPP-000303,ACC-0092,USR-003,Rasmussen LLC - Expansion,Expansion,Closed Won,Closed,126000.0,EUR,12,2025-01-25,2025-04-09,1,1,CTR-00294
OPP-000304,ACC-0092,USR-003,Rasmussen LLC - Renewal,Renewal,Closed Won,Closed,144000.0,EUR,24,2025-11-05,2025-12-21,1,1,CTR-00295
OPP-000305,ACC-0092,USR-003,Rasmussen LLC - Expansion,Expansion,Closed Won,Closed,18000.0,EUR,12,2025-09-17,2025-12-04,1,1,CTR-00296
OPP-000306,ACC-0093,USR-017,May-Ross - New Business,New Business,Closed Won,Closed,294000.0,EUR,36,2025-02-09,2025-06-01,1,1,CTR-00297
OPP-000307,ACC-0093,USR-017,May-Ross - Expansion,Expansion,Closed Won,Closed,70000.0,EUR,12,2025-06-08,2025-10-01,1,1,CTR-00298
OPP-000308,ACC-0093,USR-017,May-Ross - Expansion,Expansion,Closed Won,Closed,132000.0,EUR,36,2025-08-26,2025-12-17,1,1,CTR-00299
OPP-000309,ACC-0094,USR-022,"Rivera, Johnson and Wiley - New Business",New Business,Closed Won,Closed,258000.0,USD,36,2024-08-01,2024-11-05,1,1,CTR-00300
OPP-000310,ACC-0094,USR-022,"Rivera, Johnson and Wiley - Renewal",Renewal,Closed Won,Closed,240000.0,USD,24,2025-10-03,2025-11-06,1,1,CTR-00301
OPP-000311,ACC-0094,USR-022,"Rivera, Johnson and Wiley - Expansion",Expansion,Closed Won,Closed,120000.0,USD,24,2025-10-09,2025-11-09,1,1,CTR-00302
OPP-000312,ACC-0094,USR-022,"Rivera, Johnson and Wiley - Downgrade",Downgrade,Closed Won,Closed,-270000.0,USD,36,2025-10-19,2025-12-13,1,1,CTR-00303
OPP-000313,ACC-0095,USR-001,White-Estes - New Business,New Business,Closed Won,Closed,28000.0,USD,24,2023-01-30,2023-03-11,1,1,CTR-00304
OPP-000314,ACC-0095,USR-001,White-Estes - Expansion,Expansion,Closed Won,Closed,144000.0,USD,36,2023-03-21,2023-07-07,1,1,CTR-00305
OPP-000315,ACC-0095,USR-001,White-Estes - Expansion,Expansion,Closed Won,Closed,96000.0,USD,24,2023-08-05,2023-09-27,1,1,CTR-00306
OPP-000316,ACC-0095,USR-001,White-Estes - Renewal,Renewal,Closed Won,Closed,268000.0,USD,24,2023-12-05,2024-03-18,1,1,CTR-00307
OPP-000317,ACC-0095,USR-001,White-Estes - Churn,Churn,Closed Lost,Omitted,268000.0,USD,12,2024-03-27,2024-06-20,1,0,
OPP-000318,ACC-0096,USR-001,Johnson-Carlson - New Business,New Business,Closed Won,Closed,553000.0,USD,12,2024-08-19,2024-11-18,1,1,CTR-00308
OPP-000319,ACC-0096,USR-001,Johnson-Carlson - Expansion,Expansion,Closed Won,Closed,75000.0,USD,24,2025-01-17,2025-03-07,1,1,CTR-00309
OPP-000320,ACC-0096,USR-001,Johnson-Carlson - Renewal,Renewal,Closed Won,Closed,620000.0,USD,12,2025-08-16,2025-11-07,1,1,CTR-00310
OPP-000321,ACC-0096,USR-001,Johnson-Carlson - Churn,Churn,Closed Lost,Omitted,620000.0,USD,12,2025-11-08,2025-12-27,1,0,
OPP-000322,ACC-0097,USR-024,Chandler-Edwards - New Business,New Business,Closed Won,Closed,12000.0,USD,12,2024-08-14,2024-11-04,1,1,CTR-00311
OPP-000323,ACC-0097,USR-024,Chandler-Edwards - Renewal,Renewal,Closed Won,Closed,12000.0,USD,12,2025-10-24,2025-11-24,1,1,CTR-00312
OPP-000324,ACC-0097,USR-024,Chandler-Edwards - Churn,Churn,Closed Lost,Omitted,12000.0,USD,12,2025-09-19,2025-12-27,1,0,
OPP-000325,ACC-0098,USR-017,"Joyce, Wilson and Lam - New Business",New Business,Closed Won,Closed,567000.0,EUR,36,2024-02-14,2024-04-20,1,1,CTR-00313
OPP-000326,ACC-0098,USR-017,"Joyce, Wilson and Lam - Renewal",Renewal,Closed Won,Closed,549000.0,EUR,12,2025-02-04,2025-04-13,1,1,CTR-00314
OPP-000327,ACC-0098,USR-017,"Joyce, Wilson and Lam - Expansion",Expansion,Closed Won,Closed,285000.0,EUR,12,2025-04-03,2025-07-14,1,1,CTR-00315
OPP-000328,ACC-0099,USR-004,Scott Ltd - New Business,New Business,Closed Won,Closed,570000.0,USD,36,2024-09-30,2024-11-21,1,1,CTR-00316
OPP-000329,ACC-0099,USR-004,Scott Ltd - Renewal,Renewal,Closed Won,Closed,570000.0,USD,12,2025-10-12,2025-11-22,1,1,CTR-00317
